,0 - 10,10 - 20,20 - 30,30 - 40,40 - 50,50 - 60,60 - 70,70 - 80,80 - 90,90 - 100,100 - 110,110 - 120,120 - 130,130 - 140,140 - 150,150 - 200,200 - 250,250 - 315,315 - 395
0 - 10,1.0,0.12159899844525571,0.08467251570097876,0.006106989201716495,0.009621031097567399,0.029591468581458842,-0.03158195214419155,0.037840468474216044,0.015178997539546876,-0.01720057987614788,-0.009899455055140425,-0.06723245742758356,-0.0013655012785374959,0.06142820931209962,-0.02685901664628126,0.0035949044448357888,0.004604174369210932,-0.0008733763103507992,0.015864212330999956
10 - 20,0.12159899844525571,1.0,0.21232673443324962,0.12923819867852232,0.07536603386240674,0.023784711974329818,0.06552832925349185,0.007451774331667338,0.03633980426676577,-0.016887564163048197,-0.00588533436551756,-0.02717845007194324,-0.029867808100460864,-0.025343362650946014,-0.036272701937060454,-0.021603866319324108,-0.023572858890930342,-0.029478831209200976,-0.047474616249227164
20 - 30,0.08467251570097876,0.21232673443324962,1.0,0.27735390788543696,0.17120631968723732,0.08520913137415553,0.0565944368917006,-0.0022772711146105905,-0.006819561579282295,0.008694868051603908,0.034087279769719335,-0.02036036651586111,-0.019516783558887016,-0.012530289514559957,-0.02801411442147162,0.0011454545300426874,0.009329356392972726,-0.011817399529487783,0.02041235164802609
30 - 40,0.006106989201716495,0.12923819867852232,0.27735390788543696,1.0,0.2919197920958281,0.19132127297876106,0.12041143484782456,0.07575693028741227,0.09066217539145358,0.0523146843790351,0.0435096431579132,0.021748456602550606,0.003608963481024545,0.013344709345559399,0.031213527364487684,0.045514379736141156,0.007296491393566928,0.020183698413442003,0.017076042254904118
40 - 50,0.009621031097567399,0.07536603386240674,0.17120631968723732,0.2919197920958281,1.0,0.3168889246828667,0.18399864852207665,0.11679027288957113,0.07893220980237942,0.04771025145865503,0.03130300648017362,0.051218695729931846,0.030256489831184948,0.04000495503881647,0.06414376708185968,0.053357178852982017,0.04041614651099704,0.043538610145309437,0.03744368479209083
50 - 60,0.029591468581458842,0.023784711974329818,0.08520913137415553,0.19132127297876106,0.3168889246828667,1.0,0.3585303636625644,0.20757332653571953,0.161882130070915,0.11706773543666339,0.0519609624474434,-0.029101889502772375,0.027051200129292376,0.009664611170080488,0.06036661381616868,0.06582395819847885,0.026887398467792038,0.015607385201102802,0.013395319404179708
60 - 70,-0.03158195214419155,0.06552832925349185,0.0565944368917006,0.12041143484782456,0.18399864852207665,0.3585303636625644,1.0,0.37465964476519903,0.28181093993122835,0.16583162227875636,0.09500615810795587,0.04489183389187456,0.055598287610264585,0.07523481082803755,0.09410652225697942,0.048526726421700035,0.005698965528642224,0.009680701391782488,0.02129291107992294
70 - 80,0.037840468474216044,0.007451774331667338,-0.0022772711146105905,0.07575693028741227,0.11679027288957113,0.20757332653571953,0.37465964476519903,1.0,0.3391321129743381,0.2151933024293419,0.12188377466117715,0.10323702930184306,0.07806293653099661,0.12423913332832798,0.09061289127469835,0.1271629312024076,0.05258536356402296,0.04841548505982827,0.021619978459961303
80 - 90,0.015178997539546876,0.03633980426676577,-0.006819561579282295,0.09066217539145358,0.07893220980237942,0.161882130070915,0.28181093993122835,0.3391321129743381,1.0,0.3650099207620446,0.1981183356072695,0.15587690397474244,0.1510969168436615,0.1601627987066477,0.1166931150439568,0.0796995685213216,0.025954578882560385,0.041470759534676695,0.04134118265241539
90 - 100,-0.01720057987614788,-0.016887564163048197,0.008694868051603908,0.0523146843790351,0.04771025145865503,0.11706773543666339,0.16583162227875636,0.2151933024293419,0.3650099207620446,1.0,0.36937191515574497,0.25955659167167405,0.19745966651526956,0.1837601522216038,0.13600862531211036,0.11409596227952187,0.10000296193221803,0.07493537813519104,0.03064064999328296
100 - 110,-0.009899455055140425,-0.00588533436551756,0.034087279769719335,0.0435096431579132,0.03130300648017362,0.0519609624474434,0.09500615810795587,0.12188377466117715,0.1981183356072695,0.36937191515574497,1.0,0.39493554997631297,0.26297959786741415,0.19681621148054318,0.13828460812434348,0.11116901595208792,0.17186968192740804,0.09234886440457632,0.0514127919106699
110 - 120,-0.06723245742758356,-0.02717845007194324,-0.02036036651586111,0.021748456602550606,0.051218695729931846,-0.029101889502772375,0.04489183389187456,0.10323702930184306,0.15587690397474244,0.25955659167167405,0.39493554997631297,1.0,0.3511257271981951,0.2445386814193744,0.21256456018722744,0.14464757167914566,0.1656475758163576,0.13430128787134135,0.09250820714579515
120 - 130,-0.0013655012785374959,-0.029867808100460864,-0.019516783558887016,0.003608963481024545,0.030256489831184948,0.027051200129292376,0.055598287610264585,0.07806293653099661,0.1510969168436615,0.19745966651526956,0.26297959786741415,0.3511257271981951,1.0,0.4272053573605027,0.2660104927578605,0.22264470111787926,0.17684139582647476,0.14825707205200309,0.11134544814728324
130 - 140,0.06142820931209962,-0.025343362650946014,-0.012530289514559957,0.013344709345559399,0.04000495503881647,0.009664611170080488,0.07523481082803755,0.12423913332832798,0.1601627987066477,0.1837601522216038,0.19681621148054318,0.2445386814193744,0.4272053573605027,1.0,0.4409770889014289,0.28662062616644285,0.1652829876889224,0.14778960259670149,0.09555977776276328
140 - 150,-0.02685901664628126,-0.036272701937060454,-0.02801411442147162,0.031213527364487684,0.06414376708185968,0.06036661381616868,0.09410652225697942,0.09061289127469835,0.1166931150439568,0.13600862531211036,0.13828460812434348,0.21256456018722744,0.2660104927578605,0.4409770889014289,1.0,0.40329678958654147,0.20697308812085582,0.1867197744266398,0.11566265289241663
150 - 200,0.0035949044448357888,-0.021603866319324108,0.0011454545300426874,0.045514379736141156,0.053357178852982017,0.06582395819847885,0.048526726421700035,0.1271629312024076,0.0796995685213216,0.11409596227952187,0.11116901595208792,0.14464757167914566,0.22264470111787926,0.28662062616644285,0.40329678958654147,1.0,0.43250311351663645,0.31550751673423316,0.2870190602132428
200 - 250,0.004604174369210932,-0.023572858890930342,0.009329356392972726,0.007296491393566928,0.04041614651099704,0.026887398467792038,0.005698965528642224,0.05258536356402296,0.025954578882560385,0.10000296193221803,0.17186968192740804,0.1656475758163576,0.17684139582647476,0.1652829876889224,0.20697308812085582,0.43250311351663645,1.0,0.5534911254309133,0.4244885378100514
250 - 315,-0.0008733763103507992,-0.029478831209200976,-0.011817399529487783,0.020183698413442003,0.043538610145309437,0.015607385201102802,0.009680701391782488,0.04841548505982827,0.041470759534676695,0.07493537813519104,0.09234886440457632,0.13430128787134135,0.14825707205200309,0.14778960259670149,0.1867197744266398,0.31550751673423316,0.5534911254309133,1.0,0.6430471960100963
315 - 395,0.015864212330999956,-0.047474616249227164,0.02041235164802609,0.017076042254904118,0.03744368479209083,0.013395319404179708,0.02129291107992294,0.021619978459961303,0.04134118265241539,0.03064064999328296,0.0514127919106699,0.09250820714579515,0.11134544814728324,0.09555977776276328,0.11566265289241663,0.2870190602132428,0.4244885378100514,0.6430471960100963,1.0
