-5.759900832598059683e-02 -2.933593539647611631e-02 -2.618862085133261131e-02 1.624824953123244799e-03 -1.944432508317607902e-02 5.672818096908760141e-03 -1.853030141261283528e-02 -3.514011756535171532e-02 9.035810426734930401e-03 -6.833042115722156792e-03 5.590197324718988552e-03 9.586247019901652372e-03 8.603267934555330204e-03 -1.208179085881843154e-02 1.062373901143318783e-02 -1.999309369614840279e-02 -1.154940408784013023e-02 -1.107967013437183811e-02 5.769579893770447783e-03
1.336440575768083339e-01 4.153847419874747565e-02 -1.464074292204886260e-03 8.137620736412552735e-02 -2.154701155320078859e-02 -4.886505301100335652e-02 -2.871455380892171810e-02 -6.871578932668313822e-03 -1.499701176684627331e-02 1.138877089866283457e-02 -3.025222088096694156e-02 6.761165398024906840e-03 -1.374970760312905528e-02 3.015530042860158771e-03 1.743694238968972882e-02 -9.374680452721925739e-03 -7.655201038800217746e-03 -1.366157129390718587e-02 -1.032616079863775405e-02
-1.940991206159640645e-02 3.037774344083475631e-02 -9.726480138213360049e-03 -2.207589362073575368e-02 -3.509438314465214426e-02 -3.712688581088651602e-02 8.178552405449752288e-03 3.230570799990899883e-02 -7.013470449199214231e-03 1.023782892930645387e-02 1.822316720009017552e-02 -2.305607406834535994e-03 4.182496159163341318e-03 -1.441271108937478874e-02 6.084115707026060277e-03 7.427494964544040755e-03 -6.331176064783454634e-03 1.276659452141865264e-03 -3.339129047051225038e-03
-8.319376160834739131e-02 -4.684032506033657117e-02 2.183432440642911823e-03 -6.002850192086943426e-02 -4.864647020213348078e-02 -1.990876917121711318e-02 1.225334885188344124e-02 -9.822820279187276932e-03 -4.766408375580385992e-03 4.129271720398197676e-02 1.912174888190325533e-03 7.278829054129673515e-03 1.740640806720796180e-03 1.011511400655727352e-02 8.092619546387676971e-03 -3.023567878316650213e-04 1.154451227884109241e-02 3.694239554322031622e-03 7.292414622737752525e-03
2.673558225526109430e-02 3.970227887706182651e-02 -5.139330725250993576e-02 -3.176639269984614378e-02 5.055856646843043950e-02 4.290648605358671208e-02 2.570595514463067111e-02 8.987640958771947117e-03 3.993835383755020216e-03 7.078781490343322505e-03 1.382978748728028520e-02 -7.985083201873100075e-04 -1.870854495895742445e-02 -2.223238005659970533e-03 -3.163325154276667214e-03 4.722528384355157219e-03 1.882800300002647736e-03 2.496893944737475779e-03 1.195477582581282693e-02
-9.370013853975936793e-03 -1.436429619104840627e-01 -5.873079028998957896e-02 1.321059379819872030e-02 -5.804847467243938117e-03 2.359163244391597122e-02 -1.363053106350342776e-02 -1.187879798679314890e-02 1.860776485907450527e-03 -4.037540443456845950e-03 -8.464924194485563477e-03 6.224208448502562517e-03 1.793321344810477197e-02 3.821193763889990398e-03 5.169259275775116985e-03 -2.921260155248135595e-04 -1.294882522269965273e-02 -4.116867266507571836e-03 -7.602001942169500127e-03
1.794889269613555299e-02 -7.985132587088318579e-02 -6.039407090428172004e-02 2.910599137541221293e-02 -2.700063731402136541e-02 -5.992990798738464381e-03 -2.975611121997158437e-02 4.224875348108725337e-03 -6.565619168581773510e-03 2.498539060595621197e-02 1.304433205852656950e-02 2.408101860705942274e-02 1.015220465808933364e-03 6.001136705169321170e-03 2.119260514601534109e-03 -2.118160438863250002e-03 4.625171480137796678e-03 -8.142463388223163644e-04 2.945989198355934528e-03
6.927946787896727132e-02 -6.612011294377495574e-02 -8.818934632224833745e-03 1.037336013127691803e-02 -5.976507091924175563e-03 2.564598229789373518e-02 6.592396033218689451e-03 -1.493505188516034820e-03 -9.282944699052962656e-03 2.292290230300398496e-02 -1.105229856163363620e-03 -1.539527789952694313e-02 -1.004089582977028654e-02 -6.213798845894875390e-03 -2.746225181161608686e-02 -9.500793178301832065e-03 -8.357688285925261168e-03 -8.911039347613412820e-03 -3.847872206317529478e-03
-2.600594286416505613e-02 -1.630807359531133427e-01 -7.480652855744067409e-02 -2.661819984177429474e-02 -6.672489846479763564e-02 -1.594848785421610488e-02 5.485492390498908181e-03 -3.365638948966317295e-02 6.945147420419709068e-03 1.897869004909875229e-02 2.191743273870701194e-03 -4.810416352004647303e-03 -2.018280625990577851e-02 -2.565969778981071550e-02 5.281175827913839847e-03 -9.339976450149752377e-03 1.194158010381096442e-03 8.104556210279268563e-03 4.636915882227599268e-03
-2.258295350809121360e-01 -1.274994416563326148e-02 -5.969322343226637906e-02 -2.508249105502501422e-02 -6.974546689904091712e-02 9.974946936466213762e-03 -1.007675316338689855e-02 3.563440064810226380e-03 -1.029118858684479471e-02 -1.005992953565000569e-02 -6.486020293290700213e-03 -1.484731001324014928e-02 4.573662571029239558e-03 -1.258679529733195725e-02 4.874774008611230773e-03 9.556644461349680236e-03 1.475028728292347713e-02 2.030459320778882273e-03 5.374147915047320159e-03
