,errobars,ksz_curve,rsep
0,0.11472152339157222,-0.003461205213917984,5.0
1,0.0830655708991713,0.11608739990797962,15.0
2,0.06653649174737125,-0.09057973113475012,25.0
3,0.0538303637152392,-0.06721788023505239,35.0
4,0.04340730312994679,-0.1208029412211579,45.0
5,0.0387287026187413,-0.10474552139145596,55.0
6,0.03365528988493862,-0.052995301295061845,65.0
7,0.02956455065897986,-0.028371707236499986,75.0
8,0.027807834889313376,-0.07252702938581879,85.0
9,0.024652754874669183,-0.027172621653531442,95.0
10,0.022194363090656526,-0.04055831290024582,105.0
11,0.0212611175590182,-0.05331264215945499,115.0
12,0.019801810210472108,-0.029309764330657323,125.0
13,0.018290017804603775,-0.012864034698173508,135.0
14,0.01747525915427327,-0.010255474296887753,145.0
15,0.010187516130179708,-0.010602404103665655,175.0
16,0.009048737900095567,-0.007205163274427673,225.0
17,0.008489844057672736,0.0018030835447557304,282.5
18,0.00836838830471489,0.006268713856869006,355.0
